month,material_no,area,target_value
2026-06,SN-004,Pune,194002.28
2025-07,SN-005,Ahmedabad,233968.86
2025-08,SN-005,Ahmedabad,170177.39
2025-09,SN-005,Ahmedabad,216049.52
2025-10,SN-005,Ahmedabad,168209.14
2025-11,SN-005,Ahmedabad,181918.53
2025-12,SN-005,Ahmedabad,259106.14
2026-01,SN-005,Ahmedabad,171748.31
2026-02,SN-005,Ahmedabad,157826.7
2026-03,SN-005,Ahmedabad,222658.36
2026-04,SN-005,Ahmedabad,173477.7
2026-05,SN-005,Ahmedabad,167166.52
2026-06,SN-005,Ahmedabad,151538.26
2025-07,SN-005,Bengaluru,225310.56
2025-08,SN-005,Bengaluru,170344.74
2025-09,SN-005,Bengaluru,235950.04
2025-10,SN-005,Bengaluru,200306.54
2025-11,SN-005,Bengaluru,201041.69
2025-12,SN-005,Bengaluru,250680.76
2026-01,SN-005,Bengaluru,179564.64
2026-02,SN-005,Bengaluru,171967.86
2026-03,SN-005,Bengaluru,209561.68
2026-04,SN-005,Bengaluru,150912.84
2026-05,SN-005,Bengaluru,162263.91
2026-06,SN-005,Bengaluru,169498.68
2025-07,SN-005,Chennai,206263.51
2025-08,SN-005,Chennai,154955.85
2025-09,SN-005,Chennai,210614.44
2025-10,SN-005,Chennai,205331.24
2025-11,SN-005,Chennai,187101.38
2025-12,SN-005,Chennai,227987.99
2026-01,SN-005,Chennai,166009.42
2026-02,SN-005,Chennai,181410.42
2026-03,SN-005,Chennai,194348.73
2026-04,SN-005,Chennai,157202.83
2026-05,SN-005,Chennai,172070.14
2026-06,SN-005,Chennai,182901.91
2025-07,SN-005,Delhi,188932.51
2025-08,SN-005,Delhi,176545.64
2025-09,SN-005,Delhi,222526.38
2025-10,SN-005,Delhi,174254.86
2025-11,SN-005,Delhi,167594.61
2025-12,SN-005,Delhi,207520.04
2026-01,SN-005,Delhi,176128.43
2026-02,SN-005,Delhi,189079.82
2026-03,SN-005,Delhi,204623.52
2026-04,SN-005,Delhi,182267.89
2026-05,SN-005,Delhi,165992.71
2026-06,SN-005,Delhi,169493.34
2025-07,SN-005,Guwahati,153452.91
2025-08,SN-005,Guwahati,112835.68
2025-09,SN-005,Guwahati,140657.92
2025-10,SN-005,Guwahati,117146.31
2025-11,SN-005,Guwahati,103938.31
2025-12,SN-005,Guwahati,159665.13
2026-01,SN-005,Guwahati,108873.37
2026-02,SN-005,Guwahati,103924.26
2026-03,SN-005,Guwahati,136966.31
2026-04,SN-005,Guwahati,113865.89
2026-05,SN-005,Guwahati,118368.71
2026-06,SN-005,Guwahati,109371.53
2025-07,SN-005,Hyderabad,225736.1
2025-08,SN-005,Hyderabad,184029.98
2025-09,SN-005,Hyderabad,215963.12
2025-10,SN-005,Hyderabad,198903.06
2025-11,SN-005,Hyderabad,187108.64
2025-12,SN-005,Hyderabad,252803.18
2026-01,SN-005,Hyderabad,176405.41
2026-02,SN-005,Hyderabad,168638.47
2026-03,SN-005,Hyderabad,207185.15
2026-04,SN-005,Hyderabad,165105.43
2026-05,SN-005,Hyderabad,176418.54
2026-06,SN-005,Hyderabad,170368.86
2025-07,SN-005,Jaipur,135577.97
2025-08,SN-005,Jaipur,122206.94
2025-09,SN-005,Jaipur,128126.05
2025-10,SN-005,Jaipur,118035.1
2025-11,SN-005,Jaipur,115238.33
2025-12,SN-005,Jaipur,139524.72
2026-01,SN-005,Jaipur,108459.32
2026-02,SN-005,Jaipur,121949.76
2026-03,SN-005,Jaipur,162690.46
2026-04,SN-005,Jaipur,119804.06
2026-05,SN-005,Jaipur,117804.32
2026-06,SN-005,Jaipur,124782.79
2025-07,SN-005,Kolkata,217218.03
2025-08,SN-005,Kolkata,157462.12
2025-09,SN-005,Kolkata,194934.96
2025-10,SN-005,Kolkata,168103.26
2025-11,SN-005,Kolkata,167837.01
2025-12,SN-005,Kolkata,215563.74
2026-01,SN-005,Kolkata,158230.77
2026-02,SN-005,Kolkata,178947.76
2026-03,SN-005,Kolkata,227676.81
2026-04,SN-005,Kolkata,187434.13
2026-05,SN-005,Kolkata,162922.09
2026-06,SN-005,Kolkata,174034.92
2025-07,SN-005,Lucknow,130972.22
2025-08,SN-005,Lucknow,107228.85
2025-09,SN-005,Lucknow,160021.63
2025-10,SN-005,Lucknow,114610.34
2025-11,SN-005,Lucknow,114724.33
2025-12,SN-005,Lucknow,138686.46
2026-01,SN-005,Lucknow,115308.67
2026-02,SN-005,Lucknow,100994.3
2026-03,SN-005,Lucknow,146945.82
2026-04,SN-005,Lucknow,108537.1
2026-05,SN-005,Lucknow,127778.67
2026-06,SN-005,Lucknow,113362.84
2025-07,SN-005,Mumbai,231060.96
2025-08,SN-005,Mumbai,187846.04
2025-09,SN-005,Mumbai,229035.52
2025-10,SN-005,Mumbai,160908.12
2025-11,SN-005,Mumbai,160291.54
2025-12,SN-005,Mumbai,254610.23
2026-01,SN-005,Mumbai,168003.72
2026-02,SN-005,Mumbai,159874.29
2026-03,SN-005,Mumbai,197757.19
2026-04,SN-005,Mumbai,160588.74
2026-05,SN-005,Mumbai,176639.78
2026-06,SN-005,Mumbai,166284.76
2025-07,SN-005,Patna,147154.67
2025-08,SN-005,Patna,104664.56
2025-09,SN-005,Patna,147123.61
2025-10,SN-005,Patna,104133.13
2025-11,SN-005,Patna,117447.92
2025-12,SN-005,Patna,139599.9
2026-01,SN-005,Patna,123486.54
2026-02,SN-005,Patna,108078.01
2026-03,SN-005,Patna,130570.3
2026-04,SN-005,Patna,116388.71
2026-05,SN-005,Patna,122257.74
2026-06,SN-005,Patna,96479.74
2025-07,SN-005,Pune,221293.33
2025-08,SN-005,Pune,152287.62
2025-09,SN-005,Pune,212945.59
2025-10,SN-005,Pune,173958.68
2025-11,SN-005,Pune,174545.47
2025-12,SN-005,Pune,240116.03
2026-01,SN-005,Pune,195849.07
2026-02,SN-005,Pune,172325.89
2026-03,SN-005,Pune,227392.97
2026-04,SN-005,Pune,191960.49
2026-05,SN-005,Pune,178386.7
2026-06,SN-005,Pune,180233.3
2025-07,SN-006,Ahmedabad,209929.28
2025-08,SN-006,Ahmedabad,171898.88
2025-09,SN-006,Ahmedabad,215026.15
2025-10,SN-006,Ahmedabad,177801.91
2025-11,SN-006,Ahmedabad,186967.09
2025-12,SN-006,Ahmedabad,237224.8
2026-01,SN-006,Ahmedabad,172361.64
2026-02,SN-006,Ahmedabad,186833.14
2026-03,SN-006,Ahmedabad,211776.25
2026-04,SN-006,Ahmedabad,154153.6
2026-05,SN-006,Ahmedabad,188225.44
2026-06,SN-006,Ahmedabad,190720.54
2025-07,SN-006,Bengaluru,222522.64
2025-08,SN-006,Bengaluru,194137.31
2025-09,SN-006,Bengaluru,184503.52
2025-10,SN-006,Bengaluru,204099.29
2025-11,SN-006,Bengaluru,230292.69
2025-12,SN-006,Bengaluru,248638.73
2026-01,SN-006,Bengaluru,163834.67
2026-02,SN-006,Bengaluru,158583.16
2026-03,SN-006,Bengaluru,234446.53
2026-04,SN-006,Bengaluru,163831.89
2026-05,SN-006,Bengaluru,161360.39
2026-06,SN-006,Bengaluru,178948.87
2025-07,SN-006,Chennai,213669.53
2025-08,SN-006,Chennai,168898.85
2025-09,SN-006,Chennai,202108.13
2025-10,SN-006,Chennai,209485.74
2025-11,SN-006,Chennai,222026.1
2025-12,SN-006,Chennai,252435.43
2026-01,SN-006,Chennai,153506.14
2026-02,SN-006,Chennai,154605.7
2026-03,SN-006,Chennai,218182.1
2026-04,SN-006,Chennai,169794.35
2026-05,SN-006,Chennai,175443.54
2026-06,SN-006,Chennai,168124.97
2025-07,SN-006,Delhi,233518.62
2025-08,SN-006,Delhi,166785.08
2025-09,SN-006,Delhi,217811.23
2025-10,SN-006,Delhi,180392.43
2025-11,SN-006,Delhi,188829.37
2025-12,SN-006,Delhi,200516.54
2026-01,SN-006,Delhi,178110.59
2026-02,SN-006,Delhi,178940.8
2026-03,SN-006,Delhi,223720.33
2026-04,SN-006,Delhi,176562.72
2026-05,SN-006,Delhi,175019.76
2026-06,SN-006,Delhi,168252.08
2025-07,SN-006,Guwahati,141998.94
2025-08,SN-006,Guwahati,96022.11
2025-09,SN-006,Guwahati,141872.01
2025-10,SN-006,Guwahati,109478.31
2025-11,SN-006,Guwahati,121113.87
2025-12,SN-006,Guwahati,137197.06
2026-01,SN-006,Guwahati,109245.45
2026-02,SN-006,Guwahati,102437.59
2026-03,SN-006,Guwahati,134492.71
2026-04,SN-006,Guwahati,105555.7
2026-05,SN-006,Guwahati,120504.08
2026-06,SN-006,Guwahati,131509.03
2025-07,SN-006,Hyderabad,214530.99
2025-08,SN-006,Hyderabad,187216.47
2025-09,SN-006,Hyderabad,228514.41
2025-10,SN-006,Hyderabad,217124.06
2025-11,SN-006,Hyderabad,212055.67
2025-12,SN-006,Hyderabad,235630.92
2026-01,SN-006,Hyderabad,168574.4
2026-02,SN-006,Hyderabad,145584.99
2026-03,SN-006,Hyderabad,234240.46
2026-04,SN-006,Hyderabad,187187.0
2026-05,SN-006,Hyderabad,184209.67
2026-06,SN-006,Hyderabad,180886.3
2025-07,SN-006,Jaipur,142102.41
2025-08,SN-006,Jaipur,127686.13
2025-09,SN-006,Jaipur,133211.82
2025-10,SN-006,Jaipur,98546.54
2025-11,SN-006,Jaipur,113834.62
2025-12,SN-006,Jaipur,154937.01
2026-01,SN-006,Jaipur,120914.97
2026-02,SN-006,Jaipur,104146.07
2026-03,SN-006,Jaipur,140311.21
2026-04,SN-006,Jaipur,113575.87
2026-05,SN-006,Jaipur,101943.2
2026-06,SN-006,Jaipur,112750.09
2025-07,SN-006,Kolkata,227718.41
2025-08,SN-006,Kolkata,164467.44
2025-09,SN-006,Kolkata,238332.56
2025-10,SN-006,Kolkata,181470.17
2025-11,SN-006,Kolkata,181587.11
2025-12,SN-006,Kolkata,208128.16
2026-01,SN-006,Kolkata,185555.81
2026-02,SN-006,Kolkata,177603.49
2026-03,SN-006,Kolkata,211531.79
2026-04,SN-006,Kolkata,163199.69
2026-05,SN-006,Kolkata,162822.23
2026-06,SN-006,Kolkata,182844.36
2025-07,SN-006,Lucknow,133750.33
2025-08,SN-006,Lucknow,119718.76
2025-09,SN-006,Lucknow,127219.4
2025-10,SN-006,Lucknow,131242.16
2025-11,SN-006,Lucknow,94855.79
2025-12,SN-006,Lucknow,142573.59
2026-01,SN-006,Lucknow,101257.69
2026-02,SN-006,Lucknow,121183.33
2026-03,SN-006,Lucknow,138856.7
2026-04,SN-006,Lucknow,115925.6
2026-05,SN-006,Lucknow,111713.74
2026-06,SN-006,Lucknow,119632.52
2025-07,SN-006,Mumbai,215057.62
2025-08,SN-006,Mumbai,170144.34
2025-09,SN-006,Mumbai,240084.88
2025-10,SN-006,Mumbai,167358.15
2025-11,SN-006,Mumbai,184418.71
2025-12,SN-006,Mumbai,255955.99
2026-01,SN-006,Mumbai,148720.51
2026-02,SN-006,Mumbai,152964.48
2026-03,SN-006,Mumbai,234400.02
2026-04,SN-006,Mumbai,175195.54
2026-05,SN-006,Mumbai,199256.8
2026-06,SN-006,Mumbai,177959.93
2025-07,SN-006,Patna,141542.71
2025-08,SN-006,Patna,112505.17
2025-09,SN-006,Patna,151846.74
2025-10,SN-006,Patna,96364.7
2025-11,SN-006,Patna,114243.52
2025-12,SN-006,Patna,125350.79
2026-01,SN-006,Patna,110149.56
2026-02,SN-006,Patna,112009.38
2026-03,SN-006,Patna,136938.32
2026-04,SN-006,Patna,105226.0
2026-05,SN-006,Patna,112649.93
2026-06,SN-006,Patna,114473.57
2025-07,SN-006,Pune,232016.59
2025-08,SN-006,Pune,163929.21
2025-09,SN-006,Pune,241863.14
2025-10,SN-006,Pune,187053.29
2025-11,SN-006,Pune,161680.56
2025-12,SN-006,Pune,251133.4
2026-01,SN-006,Pune,174589.4
2026-02,SN-006,Pune,184812.08
2026-03,SN-006,Pune,214538.28
2026-04,SN-006,Pune,171491.87
2026-05,SN-006,Pune,192418.01
2026-06,SN-006,Pune,175554.02
2025-07,SN-007,Ahmedabad,147999.8
2025-08,SN-007,Ahmedabad,122699.94
2025-09,SN-007,Ahmedabad,138139.37
2025-10,SN-007,Ahmedabad,119944.18
2025-11,SN-007,Ahmedabad,102576.52
2025-12,SN-007,Ahmedabad,190911.45
2026-01,SN-007,Ahmedabad,111291.58
2026-02,SN-007,Ahmedabad,114952.91
2026-03,SN-007,Ahmedabad,141233.15
2026-04,SN-007,Ahmedabad,121451.36
2026-05,SN-007,Ahmedabad,109529.3
2026-06,SN-007,Ahmedabad,118863.17
2025-07,SN-007,Bengaluru,135075.53
2025-08,SN-007,Bengaluru,115273.31
2025-09,SN-007,Bengaluru,143093.06
2025-10,SN-007,Bengaluru,129703.87
2025-11,SN-007,Bengaluru,136980.56
2025-12,SN-007,Bengaluru,182300.67
2026-01,SN-007,Bengaluru,110199.54
2026-02,SN-007,Bengaluru,115829.02
2026-03,SN-007,Bengaluru,160023.92
2026-04,SN-007,Bengaluru,100715.21
2026-05,SN-007,Bengaluru,120063.01
2026-06,SN-007,Bengaluru,114584.93
2025-07,SN-007,Chennai,145250.7
2025-08,SN-007,Chennai,112803.12
2025-09,SN-007,Chennai,141753.9
2025-10,SN-007,Chennai,140923.45
2025-11,SN-007,Chennai,149697.54
2025-12,SN-007,Chennai,171744.92
2026-01,SN-007,Chennai,109533.64
2026-02,SN-007,Chennai,130303.9
2026-03,SN-007,Chennai,141190.07
2026-04,SN-007,Chennai,114267.74
2026-05,SN-007,Chennai,120532.59
2026-06,SN-007,Chennai,111851.01
2025-07,SN-007,Delhi,149470.8
2025-08,SN-007,Delhi,116802.88
2025-09,SN-007,Delhi,134411.73
2025-10,SN-007,Delhi,112924.1
2025-11,SN-007,Delhi,126461.15
2025-12,SN-007,Delhi,134549.98
2026-01,SN-007,Delhi,110774.1
2026-02,SN-007,Delhi,126799.12
2026-03,SN-007,Delhi,147353.91
2026-04,SN-007,Delhi,121258.68
2026-05,SN-007,Delhi,118801.99
2026-06,SN-007,Delhi,132881.45
2025-07,SN-007,Guwahati,95961.46
2025-08,SN-007,Guwahati,77021.01
2025-09,SN-007,Guwahati,96899.75
2025-10,SN-007,Guwahati,81595.19
2025-11,SN-007,Guwahati,79415.82
2025-12,SN-007,Guwahati,90654.67
2026-01,SN-007,Guwahati,76217.56
2026-02,SN-007,Guwahati,76178.49
2026-03,SN-007,Guwahati,92792.11
2026-04,SN-007,Guwahati,81249.98
2026-05,SN-007,Guwahati,74771.41
2026-06,SN-007,Guwahati,85283.77
2025-07,SN-007,Hyderabad,149186.73
2025-08,SN-007,Hyderabad,134205.64
2025-09,SN-007,Hyderabad,154792.25
2025-10,SN-007,Hyderabad,157573.5
2025-11,SN-007,Hyderabad,138081.72
2025-12,SN-007,Hyderabad,170541.67
2026-01,SN-007,Hyderabad,113362.43
2026-02,SN-007,Hyderabad,117920.15
2026-03,SN-007,Hyderabad,146573.5
2026-04,SN-007,Hyderabad,127165.13
2026-05,SN-007,Hyderabad,116944.47
2026-06,SN-007,Hyderabad,114755.66
2025-07,SN-007,Jaipur,98153.3
2025-08,SN-007,Jaipur,77547.06
2025-09,SN-007,Jaipur,90836.8
2025-10,SN-007,Jaipur,82836.44
2025-11,SN-007,Jaipur,78721.56
2025-12,SN-007,Jaipur,94050.38
2026-01,SN-007,Jaipur,92428.66
2026-02,SN-007,Jaipur,82302.83
2026-03,SN-007,Jaipur,95090.45
2026-04,SN-007,Jaipur,76972.43
2026-05,SN-007,Jaipur,79023.87
2026-06,SN-007,Jaipur,77337.51
2025-07,SN-007,Kolkata,150636.37
2025-08,SN-007,Kolkata,123061.08
2025-09,SN-007,Kolkata,159117.29
2025-10,SN-007,Kolkata,108077.28
2025-11,SN-007,Kolkata,118055.43
2025-12,SN-007,Kolkata,161560.92
2026-01,SN-007,Kolkata,112728.54
2026-02,SN-007,Kolkata,114919.42
2026-03,SN-007,Kolkata,151647.12
2026-04,SN-007,Kolkata,122838.54
2026-05,SN-007,Kolkata,132274.31
2026-06,SN-007,Kolkata,121783.55
2025-07,SN-007,Lucknow,95508.92
2025-08,SN-007,Lucknow,72282.02
2025-09,SN-007,Lucknow,95019.99
2025-10,SN-007,Lucknow,71730.91
2025-11,SN-007,Lucknow,75527.53
2025-12,SN-007,Lucknow,99895.7
2026-01,SN-007,Lucknow,82250.25
2026-02,SN-007,Lucknow,74643.68
2026-03,SN-007,Lucknow,88603.16
2026-04,SN-007,Lucknow,79883.29
2026-05,SN-007,Lucknow,80178.4
2026-06,SN-007,Lucknow,83592.58
2025-07,SN-007,Mumbai,135012.87
2025-08,SN-007,Mumbai,114956.9
2025-09,SN-007,Mumbai,145157.79
2025-10,SN-007,Mumbai,127730.11
2025-11,SN-007,Mumbai,132185.71
2025-12,SN-007,Mumbai,168979.49
2026-01,SN-007,Mumbai,118315.2
2026-02,SN-007,Mumbai,112501.12
2026-03,SN-007,Mumbai,147650.93
2026-04,SN-007,Mumbai,120181.16
2026-05,SN-007,Mumbai,115661.45
2026-06,SN-007,Mumbai,110639.88
2025-07,SN-007,Patna,95900.78
2025-08,SN-007,Patna,74593.29
2025-09,SN-007,Patna,107078.52
2025-10,SN-007,Patna,75534.12
2025-11,SN-007,Patna,77469.79
2025-12,SN-007,Patna,93916.96
2026-01,SN-007,Patna,73513.94
2026-02,SN-007,Patna,77464.08
2026-03,SN-007,Patna,111464.61
2026-04,SN-007,Patna,75968.22
2026-05,SN-007,Patna,75361.84
2026-06,SN-007,Patna,86121.13
2025-07,SN-007,Pune,151693.62
2025-08,SN-007,Pune,121162.18
2025-09,SN-007,Pune,147224.07
2025-10,SN-007,Pune,118169.5
2025-11,SN-007,Pune,115433.41
2025-12,SN-007,Pune,179710.82
2026-01,SN-007,Pune,111847.63
2026-02,SN-007,Pune,136629.57
2026-03,SN-007,Pune,143209.77
2026-04,SN-007,Pune,113415.49
2026-05,SN-007,Pune,120295.72
2026-06,SN-007,Pune,123639.21
2025-07,SN-008,Ahmedabad,130900.32
2025-08,SN-008,Ahmedabad,128248.24
2025-09,SN-008,Ahmedabad,154668.37
2025-10,SN-008,Ahmedabad,118560.87
2025-11,SN-008,Ahmedabad,129839.76
2025-12,SN-008,Ahmedabad,180367.77
2026-01,SN-008,Ahmedabad,110021.99
2026-02,SN-008,Ahmedabad,107794.65
2026-03,SN-008,Ahmedabad,153946.85
2026-04,SN-008,Ahmedabad,122520.74
2026-05,SN-008,Ahmedabad,111719.04
2026-06,SN-008,Ahmedabad,123390.94
2025-07,SN-008,Bengaluru,146037.48
2025-08,SN-008,Bengaluru,124814.57
2025-09,SN-008,Bengaluru,145754.23
2025-10,SN-008,Bengaluru,139927.63
2025-11,SN-008,Bengaluru,134641.8
2025-12,SN-008,Bengaluru,169549.51
2026-01,SN-008,Bengaluru,121075.34
2026-02,SN-008,Bengaluru,126254.87
2026-03,SN-008,Bengaluru,158984.71
2026-04,SN-008,Bengaluru,134821.1
2026-05,SN-008,Bengaluru,112312.19
2026-06,SN-008,Bengaluru,111832.93
2025-07,SN-008,Chennai,143670.87
2025-08,SN-008,Chennai,111812.53
2025-09,SN-008,Chennai,164952.29
2025-10,SN-008,Chennai,147175.8
2025-11,SN-008,Chennai,132861.58
2025-12,SN-008,Chennai,174871.25
2026-01,SN-008,Chennai,117393.61
2026-02,SN-008,Chennai,104030.15
2026-03,SN-008,Chennai,169917.27
2026-04,SN-008,Chennai,116198.73
2026-05,SN-008,Chennai,111185.8
2026-06,SN-008,Chennai,118702.38
2025-07,SN-008,Delhi,155075.07
2025-08,SN-008,Delhi,120355.38
2025-09,SN-008,Delhi,157506.64
2025-10,SN-008,Delhi,119886.85
2025-11,SN-008,Delhi,119964.73
2025-12,SN-008,Delhi,154608.64
2026-01,SN-008,Delhi,114372.54
2026-02,SN-008,Delhi,105982.66
2026-03,SN-008,Delhi,152915.03
2026-04,SN-008,Delhi,121113.1
2026-05,SN-008,Delhi,120740.46
2026-06,SN-008,Delhi,128761.32
2025-07,SN-008,Guwahati,92272.58
2025-08,SN-008,Guwahati,75303.71
2025-09,SN-008,Guwahati,94788.31
2025-10,SN-008,Guwahati,76856.67
2025-11,SN-008,Guwahati,72644.11
2025-12,SN-008,Guwahati,96634.03
2026-01,SN-008,Guwahati,82268.84
2026-02,SN-008,Guwahati,66000.92
2026-03,SN-008,Guwahati,88743.26
2026-04,SN-008,Guwahati,81994.83
2026-05,SN-008,Guwahati,71043.94
2026-06,SN-008,Guwahati,81302.08
2025-07,SN-008,Hyderabad,148329.41
2025-08,SN-008,Hyderabad,129985.93
2025-09,SN-008,Hyderabad,136096.27
2025-10,SN-008,Hyderabad,135294.16
2025-11,SN-008,Hyderabad,123950.05
2025-12,SN-008,Hyderabad,189489.99
2026-01,SN-008,Hyderabad,108880.51
2026-02,SN-008,Hyderabad,118086.54
2026-03,SN-008,Hyderabad,153692.95
2026-04,SN-008,Hyderabad,130499.69
2026-05,SN-008,Hyderabad,114833.73
2026-06,SN-008,Hyderabad,123617.81
2025-07,SN-008,Jaipur,101655.74
2025-08,SN-008,Jaipur,72529.64
2025-09,SN-008,Jaipur,93186.16
2025-10,SN-008,Jaipur,66990.48
2025-11,SN-008,Jaipur,75475.54
2025-12,SN-008,Jaipur,92658.04
2026-01,SN-008,Jaipur,74940.91
2026-02,SN-008,Jaipur,78278.18
2026-03,SN-008,Jaipur,97015.14
2026-04,SN-008,Jaipur,78719.51
2026-05,SN-008,Jaipur,85535.6
2026-06,SN-008,Jaipur,74625.73
2025-07,SN-008,Kolkata,139459.99
2025-08,SN-008,Kolkata,131114.99
2025-09,SN-008,Kolkata,129090.43
2025-10,SN-008,Kolkata,124453.55
2025-11,SN-008,Kolkata,108700.47
2025-12,SN-008,Kolkata,153822.66
2026-01,SN-008,Kolkata,115987.03
2026-02,SN-008,Kolkata,115419.4
2026-03,SN-008,Kolkata,135603.32
2026-04,SN-008,Kolkata,118790.89
2026-05,SN-008,Kolkata,109479.63
2026-06,SN-008,Kolkata,113335.11
2025-07,SN-008,Lucknow,90938.43
2025-08,SN-008,Lucknow,77809.56
2025-09,SN-008,Lucknow,96918.66
2025-10,SN-008,Lucknow,70077.9
2025-11,SN-008,Lucknow,75898.53
2025-12,SN-008,Lucknow,86726.79
2026-01,SN-008,Lucknow,79898.18
2026-02,SN-008,Lucknow,67850.2
2026-03,SN-008,Lucknow,107302.81
2026-04,SN-008,Lucknow,76766.83
2026-05,SN-008,Lucknow,78689.85
2026-06,SN-008,Lucknow,75727.51
2025-07,SN-008,Mumbai,155739.97
2025-08,SN-008,Mumbai,120572.48
2025-09,SN-008,Mumbai,144650.03
2025-10,SN-008,Mumbai,117885.4
2025-11,SN-008,Mumbai,123871.63
2025-12,SN-008,Mumbai,171533.69
2026-01,SN-008,Mumbai,110515.4
2026-02,SN-008,Mumbai,107612.05
2026-03,SN-008,Mumbai,154140.43
2026-04,SN-008,Mumbai,118336.72
2026-05,SN-008,Mumbai,120058.74
2026-06,SN-008,Mumbai,122938.84
2025-07,SN-008,Patna,96410.17
2025-08,SN-008,Patna,83506.65
2025-09,SN-008,Patna,94601.28
2025-10,SN-008,Patna,70025.49
2025-11,SN-008,Patna,76137.21
2025-12,SN-008,Patna,92089.66
2026-01,SN-008,Patna,79622.27
2026-02,SN-008,Patna,79166.75
2026-03,SN-008,Patna,103127.05
2026-04,SN-008,Patna,75989.49
2026-05,SN-008,Patna,68620.54
2026-06,SN-008,Patna,72227.85
2025-07,SN-008,Pune,143889.39
2025-08,SN-008,Pune,114003.08
2025-09,SN-008,Pune,136553.57
2025-10,SN-008,Pune,120841.62
2025-11,SN-008,Pune,120747.6
2025-12,SN-008,Pune,174650.03
2026-01,SN-008,Pune,114560.07
2026-02,SN-008,Pune,122135.08
2026-03,SN-008,Pune,138633.9
2026-04,SN-008,Pune,130676.22
2026-05,SN-008,Pune,123254.52
2026-06,SN-008,Pune,115500.4
2025-07,SN-009,Ahmedabad,142965.84
2025-08,SN-009,Ahmedabad,119756.31
2025-09,SN-009,Ahmedabad,149239.28
2025-10,SN-009,Ahmedabad,110989.2
2025-11,SN-009,Ahmedabad,114240.72
2025-12,SN-009,Ahmedabad,169449.46
2026-01,SN-009,Ahmedabad,119467.91
2026-02,SN-009,Ahmedabad,125507.12
2026-03,SN-009,Ahmedabad,143644.73
2026-04,SN-009,Ahmedabad,113465.0
2026-05,SN-009,Ahmedabad,108066.11
2026-06,SN-009,Ahmedabad,108824.89
2025-07,SN-009,Bengaluru,146550.23
2025-08,SN-009,Bengaluru,109357.0
2025-09,SN-009,Bengaluru,148300.04
2025-10,SN-009,Bengaluru,132697.44
2025-11,SN-009,Bengaluru,139901.55
2025-12,SN-009,Bengaluru,191841.94
2026-01,SN-009,Bengaluru,117927.17
2026-02,SN-009,Bengaluru,108937.86
2026-03,SN-009,Bengaluru,130561.0
2026-04,SN-009,Bengaluru,120858.29
2026-05,SN-009,Bengaluru,125140.52
2026-06,SN-009,Bengaluru,127318.84
2025-07,SN-009,Chennai,130675.95
2025-08,SN-009,Chennai,111971.33
2025-09,SN-009,Chennai,148290.71
2025-10,SN-009,Chennai,145210.64
2025-11,SN-009,Chennai,130187.41
2025-12,SN-009,Chennai,159686.28
2026-01,SN-009,Chennai,121360.98
2026-02,SN-009,Chennai,109613.81
2026-03,SN-009,Chennai,165147.83
2026-04,SN-009,Chennai,109034.63
2026-05,SN-009,Chennai,116803.42
2026-06,SN-009,Chennai,111125.79
2025-07,SN-009,Delhi,145529.19
2025-08,SN-009,Delhi,118056.18
2025-09,SN-009,Delhi,141169.89
2025-10,SN-009,Delhi,129257.12
2025-11,SN-009,Delhi,110892.79
2025-12,SN-009,Delhi,137584.0
2026-01,SN-009,Delhi,128800.54
2026-02,SN-009,Delhi,102614.12
2026-03,SN-009,Delhi,156414.56
2026-04,SN-009,Delhi,121538.28
2026-05,SN-009,Delhi,106193.78
2026-06,SN-009,Delhi,110141.89
2025-07,SN-009,Guwahati,92217.73
2025-08,SN-009,Guwahati,81135.63
2025-09,SN-009,Guwahati,93616.2
2025-10,SN-009,Guwahati,73701.19
2025-11,SN-009,Guwahati,74525.5
2025-12,SN-009,Guwahati,95890.7
2026-01,SN-009,Guwahati,75597.0
2026-02,SN-009,Guwahati,73198.72
2026-03,SN-009,Guwahati,104769.45
2026-04,SN-009,Guwahati,78446.66
2026-05,SN-009,Guwahati,85089.94
2026-06,SN-009,Guwahati,85178.52
2025-07,SN-009,Hyderabad,164726.77
2025-08,SN-009,Hyderabad,113980.51
2025-09,SN-009,Hyderabad,159360.13
2025-10,SN-009,Hyderabad,140331.69
2025-11,SN-009,Hyderabad,122611.6
2025-12,SN-009,Hyderabad,179477.52
2026-01,SN-009,Hyderabad,129914.95
2026-02,SN-009,Hyderabad,128613.2
2026-03,SN-009,Hyderabad,134976.75
2026-04,SN-009,Hyderabad,111444.53
2026-05,SN-009,Hyderabad,115386.55
2026-06,SN-009,Hyderabad,112876.5
2025-07,SN-009,Jaipur,85915.83
2025-08,SN-009,Jaipur,82849.75
2025-09,SN-009,Jaipur,100904.22
2025-10,SN-009,Jaipur,85726.55
2025-11,SN-009,Jaipur,86712.62
2025-12,SN-009,Jaipur,106027.7
2026-01,SN-009,Jaipur,76438.63
2026-02,SN-009,Jaipur,79867.47
2026-03,SN-009,Jaipur,87270.14
2026-04,SN-009,Jaipur,74611.25
2026-05,SN-009,Jaipur,76454.19
2026-06,SN-009,Jaipur,72100.16
2025-07,SN-009,Kolkata,159757.4
2025-08,SN-009,Kolkata,130833.56
2025-09,SN-009,Kolkata,143555.89
2025-10,SN-009,Kolkata,102615.29
2025-11,SN-009,Kolkata,114891.58
2025-12,SN-009,Kolkata,134987.66
2026-01,SN-009,Kolkata,111628.13
2026-02,SN-009,Kolkata,119433.51
